id,posted_date,price,price_per_sq_ft,currency,carpet_area,land_area_unit,balconies,bathrooms,facing,floors,city_name,bedrooms,address,covered_area,carp_area_unit,cov_area_unit,operating_since
55992635,2026-01-16T13:46:58.000Z,3100000,2818,₹,850,,1,2,East,5,Kanpur,2,"Kanpur, Uttar Pradesh",1100,,12800,
80186033,2026-03-13T22:30:41.000Z,7200000,6000,₹,103,,2,2,East,15,Kanpur,2,"Kanpur, Uttar Pradesh",1200,,12800,
80983379,2026-03-01T22:30:33.000Z,8500000,7083,₹,,,,2,,2,Kanpur,3,"Kanpur, Uttar Pradesh",1200,,12800,
83647619,2026-03-05T09:49:32.000Z,2100000,2800,₹,650,,1,3,East,,Kanpur,3,"Kanpur, Uttar Pradesh",750,,12800,
63875763,2026-03-09T22:30:35.000Z,5000000,4762,₹,900,,,1,,,Kanpur,2,"Kanpur, Uttar Pradesh",1050,,12800,
69497797,2026-02-21T22:30:40.000Z,2800000,41176,₹,68,,1,1,South -West,2,Kanpur,3,"Kanpur, Uttar Pradesh",68,,12800,
81048867,2026-03-18T11:11:00.000Z,11500000,15333,₹,,,,3,,,Kanpur,3,"Kanpur, Uttar Pradesh",750,,12800,
55862949,2025-12-31T21:30:34.000Z,7000000,4375,₹,1600,,3,2,East,3,Kanpur,3,"Kanpur, Uttar Pradesh",1600,,12800,
78015535,2025-11-16T17:52:07.000Z,10000000,8333,₹,,,,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",1200,,12800,
38675835,2025-12-26T21:33:32.000Z,4500000,3462,₹,,,1,3,,,Kanpur,2,"Kanpur, Uttar Pradesh",1300,,12800,
83009433,2026-01-16T18:13:12.000Z,8500000,,₹,1700,,,2,East,1,Kanpur,3,"Kanpur, Uttar Pradesh",,,,
39280943,2026-03-13T21:33:33.000Z,3000000,6024,₹,46,,2,2,East,5,Kanpur,2,"Kanpur, Uttar Pradesh",498,,12800,
83740711,2026-03-11T16:28:46.000Z,8200000,5597,₹,1465,,3,2,,15,Kanpur,3,"Kanpur, Uttar Pradesh",1465,,12800,
82741157,2025-12-27T09:01:08.000Z,5800000,4640,₹,,,2,2,East,14,Kanpur,2,"Kanpur, Uttar Pradesh",1250,,12800,
77925983,2026-03-18T00:20:00.000Z,5200000,3714,₹,1600,,3,2,East,3,Kanpur,3,"Kanpur, Uttar Pradesh",1400,,12800,
74563887,2026-03-18T22:30:37.000Z,23000000,10648,₹,,12851,1,2,,1,Kanpur,3,"Kanpur, Uttar Pradesh",240,,12803,
69281845,2026-03-02T21:32:55.000Z,5000000,5848,₹,,,,3,,5,Kanpur,2,"Kanpur, Uttar Pradesh",95,,12803,
74980713,2026-02-01T07:14:47.000Z,3500000,5002,₹,,,,2,,2,Kanpur,3,"Kanpur, Uttar Pradesh",65,,12801,
76311497,2026-03-17T04:56:22.000Z,6000000,4559,₹,,,,2,,5,Kanpur,2,"Kanpur, Uttar Pradesh",1316,,12800,
42722203,2026-03-11T21:33:47.000Z,5500000,5000,₹,,,,2,,3,Kanpur,3,"Kanpur, Uttar Pradesh",1100,,12800,
44264271,2026-03-15T17:48:45.000Z,3550000,2545,₹,1075,,2,2,East,3,Kanpur,2,"Kanpur, Uttar Pradesh",1395,,12800,
83753365,2026-03-12T11:37:33.000Z,2850000,6951,₹,,,,2,,3,Kanpur,2,"Kanpur, Uttar Pradesh",410,,12800,
57449169,2025-12-07T21:30:41.000Z,2200000,3259,₹,,,,1,,,Kanpur,2,"Kanpur, Uttar Pradesh",75,,12803,
83844639,2026-03-19T05:46:10.000Z,11000000,6807,₹,1600,,2,3,,12,Kanpur,3,"Kanpur, Uttar Pradesh",1616,,12800,
82795469,2026-01-02T05:44:25.000Z,9000000,6767,₹,,,4,2,,8,Kanpur,3,"Kanpur, Uttar Pradesh",1330,,12800,
83572323,2026-02-26T23:55:12.000Z,4000000,4444,₹,900,,1,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",900,,12800,
75217679,2026-03-14T04:10:51.000Z,6300000,,₹,1050,,2,2,East,8,Kanpur,2,"Kanpur, Uttar Pradesh",,,,
82777581,2025-12-31T04:34:34.000Z,4990000,,₹,818,,1,2,,10,Kanpur,2,"Kanpur, Uttar Pradesh",,,,
80381441,2026-03-15T22:30:40.000Z,5000000,5459,₹,,,,2,,7,Kanpur,2,"Kanpur, Uttar Pradesh",916,,12800,
67865999,2026-03-12T03:55:38.000Z,1800000,22500,₹,76,,,1,,1,Kanpur,2,"Kanpur, Uttar Pradesh",80,,12800,
83351995,2026-02-11T04:09:30.000Z,13000000,8051,₹,,,2,2,West,,Kanpur,3,"Kanpur, Uttar Pradesh",150,,12801,
83838979,2026-03-18T11:30:33.000Z,2600000,5778,₹,,,,2,,,Kanpur,2,"Kanpur, Uttar Pradesh",450,,12800,
72696717,2026-03-24T17:36:42.000Z,14096250,8172,₹,,,,2,,,Kanpur,3,"Kanpur, Uttar Pradesh",1725,,12800,
83467915,2026-02-19T06:18:39.000Z,3500000,4667,₹,,,1,2,,3,Kanpur,2,"Kanpur, Uttar Pradesh",750,,12800,
70185511,2025-12-23T21:30:55.000Z,18000000,9756,₹,,,,3,East,,Kanpur,3,"Kanpur, Uttar Pradesh",205,,12803,
69562965,2026-01-18T18:11:54.000Z,6800000,4250,₹,,,,3,,4,Kanpur,3,"Kanpur, Uttar Pradesh",1600,,12800,
83831917,2026-03-18T06:32:44.000Z,5000000,,₹,1100,,2,2,East,3,Kanpur,3,"Kanpur, Uttar Pradesh",,,,
21606575,2026-03-18T16:14:45.000Z,7000000,3889,₹,,,,3,,3,Kanpur,3,"Kanpur, Uttar Pradesh",1800,,12850,
81975577,2026-03-18T06:44:08.000Z,6500000,,₹,770,,,1,East,4,Kanpur,2,"Kanpur, Uttar Pradesh",,,,
81391881,2026-03-13T23:36:59.000Z,3700000,4583,₹,,,1,2,East,12,Kanpur,2,"Kanpur, Uttar Pradesh",75,,12801,
66229941,2026-03-18T12:51:18.000Z,2500000,5000,₹,,,,1,,3,Kanpur,2,"Kanpur, Uttar Pradesh",500,,12800,
66412029,2026-03-12T16:46:10.000Z,7000000,4375,₹,1400,,1,2,East,4,Kanpur,3,"Kanpur, Uttar Pradesh",1600,,12800,
50195312,2026-01-30T22:30:32.000Z,5500000,5150,₹,1068,12800,,2,North - West,,Kanpur,2,"Kanpur, Uttar Pradesh",1068,,12800,
81985197,2026-03-15T21:30:41.000Z,2700000,2045,₹,,,,2,,5,Kanpur,2,"Kanpur, Uttar Pradesh",1320,,12800,
77053191,2026-03-03T22:30:38.000Z,5500000,5500,₹,900,,1,2,North - West,4,Kanpur,3,"Kanpur, Uttar Pradesh",1000,,12800,
73472239,2026-03-06T09:27:32.000Z,2300000,3287,₹,,,,2,,4,Kanpur,2,"Kanpur, Uttar Pradesh",65,,12801,
82595539,2025-12-16T05:40:13.000Z,6500000,5242,₹,,,,3,,12,Kanpur,3,"Kanpur, Uttar Pradesh",1240,,12800,
70850583,2026-01-22T03:38:57.000Z,10000000,7605,₹,,,,2,,2,Kanpur,2,"Kanpur, Uttar Pradesh",1315,,12800,
70799381,2026-02-22T22:30:36.000Z,3500000,4364,₹,,,1,2,West,2,Kanpur,3,"Kanpur, Uttar Pradesh",802,,12800,
81918409,2026-03-15T21:33:16.000Z,5500000,5789,₹,,,2,2,East,6,Kanpur,2,"Kanpur, Uttar Pradesh",950,,12800,
68051265,2025-12-15T21:33:27.000Z,4000000,4706,₹,,,,2,,5,Kanpur,3,"Kanpur, Uttar Pradesh",850,,12800,
83779507,2026-03-14T08:49:58.000Z,8500000,5667,₹,,,,2,,7,Kanpur,3,"Kanpur, Uttar Pradesh",1500,,12800,
83602585,2026-03-01T07:41:15.000Z,16000000,9275,₹,1000,,4,2,North - East,12,Kanpur,3,"Kanpur, Uttar Pradesh",1725,,12800,
81906671,2026-03-13T05:51:45.000Z,7000000,4000,₹,1450,,4,2,South -West,3,Kanpur,3,"Kanpur, Uttar Pradesh",1750,,12800,
59005441,2026-03-16T10:37:51.000Z,6200000,4133,₹,1400,,3,2,North,3,Kanpur,3,"Kanpur, Uttar Pradesh",1500,,12800,
81899075,2026-03-02T22:30:41.000Z,3800000,4471,₹,800,,1,2,South -West,5,Kanpur,2,"Kanpur, Uttar Pradesh",850,,12800,
46738405,2026-03-18T16:14:58.000Z,4200000,3652,₹,990,,2,2,,2,Kanpur,2,"Kanpur, Uttar Pradesh",1150,,12800,
70503653,2026-03-05T21:30:40.000Z,8700000,5878,₹,,,,3,,11,Kanpur,3,"Kanpur, Uttar Pradesh",1480,,12800,
83677301,2026-03-07T06:37:41.000Z,4712052,5544,₹,,,,2,,,Kanpur,2,"Kanpur, Uttar Pradesh",850,,12800,
82561959,2025-12-13T06:37:40.000Z,3000000,3333,₹,850,,1,2,North - West,3,Kanpur,2,"Kanpur, Uttar Pradesh",900,,12800,
82571201,2026-03-11T23:44:44.000Z,6500000,4194,₹,1440,,3,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",1550,,12800,
83765033,2026-03-13T09:14:35.000Z,10500000,7778,₹,,,,3,,,Kanpur,3,"Kanpur, Uttar Pradesh",1350,,12800,
83762825,2026-03-13T07:35:17.000Z,29000000,16111,₹,1700,,2,4,South,,Kanpur,3,"Kanpur, Uttar Pradesh",1800,,12800,
83227771,2026-02-02T23:28:03.000Z,20000000,18018,₹,,,1,2,East,,Kanpur,3,"Kanpur, Uttar Pradesh",1110,,12800,
83758359,2026-03-13T00:30:17.000Z,8500000,,₹,1500,,3,2,,7,Kanpur,3,"Kanpur, Uttar Pradesh",,,,
83794121,2026-03-15T15:35:16.000Z,1400000,3491,₹,401,,1,1,,6,Kanpur,2,"Kanpur, Uttar Pradesh",401,,12800,
78731803,2026-02-03T05:58:45.000Z,7500000,5556,₹,1300,,3,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",1350,,12800,
51417422,2026-03-13T15:52:48.000Z,7500000,6522,₹,1150,,,2,,8,Kanpur,3,"Kanpur, Uttar Pradesh",1150,,12800,
79796969,2026-02-07T21:30:34.000Z,2800000,4645,₹,,,,2,,6,Kanpur,2,"Kanpur, Uttar Pradesh",56,,12801,
83272003,2026-02-05T09:56:12.000Z,4500000,6667,₹,675,,,1,North - East,,Kanpur,2,"Kanpur, Uttar Pradesh",675,,12800,
83787849,2026-03-15T05:52:40.000Z,3900000,,₹,1000,,2,2,,4,Kanpur,2,"Kanpur, Uttar Pradesh",,,,
63097391,2026-03-11T21:33:24.000Z,3800000,4222,₹,900,,1,2,East,2,Kanpur,3,"Kanpur, Uttar Pradesh",900,,12800,
35416473,2026-03-15T17:47:58.000Z,8200000,4280,₹,,,,1,,,Kanpur,2,"Kanpur, Uttar Pradesh",178,,12801,
35595195,2026-03-13T21:33:40.000Z,5000000,4000,₹,,,4,2,,6,Kanpur,3,"Kanpur, Uttar Pradesh",1250,,12800,
72103713,2026-03-13T06:28:56.000Z,6500000,,₹,1700,,3,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",,,,
61561275,2026-03-17T04:21:47.000Z,3600000,3273,₹,,,,2,,6,Kanpur,2,"Kanpur, Uttar Pradesh",1100,,12800,
79890911,2026-03-09T22:30:37.000Z,1400000,1556,₹,,,,1,,,Kanpur,2,"Kanpur, Uttar Pradesh",900,,12800,
82366391,2025-11-29T15:55:09.000Z,3700000,,₹,60,,,2,,3,Kanpur,2,"Kanpur, Uttar Pradesh",,,,
83798355,2026-03-16T06:41:12.000Z,8500000,7437,₹,,12851,,2,,,Kanpur,3,"Kanpur, Uttar Pradesh",127,,12803,
82349117,2025-11-28T11:23:07.000Z,3500000,6542,₹,375,,1,2,East,,Kanpur,2,"Kanpur, Uttar Pradesh",535,,12800,
26077373,2025-12-27T14:39:20.000Z,3000000,2930,₹,,,,2,East,5,Kanpur,3,"Kanpur, Uttar Pradesh",1024,,12800,
66453173,2026-03-17T22:30:40.000Z,4700000,3507,₹,1340,,2,2,East,4,Kanpur,3,"Kanpur, Uttar Pradesh",1340,,12800,
79845499,2026-02-15T22:30:28.000Z,7500000,6250,₹,1000,,1,2,East,5,Kanpur,3,"Kanpur, Uttar Pradesh",1200,,12800,
50700678,2026-03-10T21:33:02.000Z,4500000,6743,₹,,,2,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",62,,12801,
80902813,2025-12-27T06:31:52.000Z,2800000,6292,₹,445,,,2,,,Kanpur,2,"Kanpur, Uttar Pradesh",445,,12800,
80902419,2025-12-01T14:32:50.000Z,3800000,4891,₹,777,,1,2,,3,Kanpur,2,"Kanpur, Uttar Pradesh",777,,12800,
67470217,2026-02-13T22:30:42.000Z,4800000,3780,₹,540,,1,2,,,Kanpur,2,"Kanpur, Uttar Pradesh",1270,,12800,
67503089,2026-03-16T22:30:47.000Z,2251000,3001,₹,700,,1,2,West,3,Kanpur,2,"Kanpur, Uttar Pradesh",750,,12800,
83309527,2026-02-07T14:34:21.000Z,6000000,13595,₹,39,,3,2,South,,Kanpur,3,"Kanpur, Uttar Pradesh",41,,12801,
83817441,2026-03-17T06:29:27.000Z,3600000,2002,₹,765,,2,2,,4,Kanpur,2,"Kanpur, Uttar Pradesh",1798,,12800,
53012073,2026-03-17T21:30:35.000Z,4800000,4752,₹,810,,1,2,South - East,3,Kanpur,2,"Kanpur, Uttar Pradesh",1010,,12800,
74264109,2026-03-02T13:41:11.000Z,7300000,6083,₹,1000,,1,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",1200,,12800,
83629329,2026-03-03T13:18:21.000Z,4200000,7000,₹,450,,1,2,South - East,,Kanpur,3,"Kanpur, Uttar Pradesh",600,,12800,
80868743,2025-12-13T21:30:44.000Z,8500000,6800,₹,1250,,2,3,,4,Kanpur,3,"Kanpur, Uttar Pradesh",1250,,12800,
68612663,2026-03-10T03:59:46.000Z,2000000,4444,₹,,,,1,,1,Kanpur,2,"Kanpur, Uttar Pradesh",50,,12803,
83525487,2026-02-23T12:10:57.000Z,3500000,4051,₹,60,,,1,,,Kanpur,2,"Kanpur, Uttar Pradesh",96,,12803,
62366545,2026-03-12T21:30:41.000Z,9700000,5879,₹,1321,,1,2,North,3,Kanpur,3,"Kanpur, Uttar Pradesh",1650,,12800,
77520693,2026-02-22T22:30:37.000Z,6000000,6000,₹,,,1,2,East,4,Kanpur,3,"Kanpur, Uttar Pradesh",1000,,12800,
68749947,2026-02-24T17:21:18.000Z,6600000,4552,₹,,,1,2,,5,Kanpur,3,"Kanpur, Uttar Pradesh",1450,,12800,
68472989,2026-03-16T05:11:14.000Z,8500000,5312,₹,1450,,5,3,,2,Kanpur,3,"Kanpur, Uttar Pradesh",1600,,12800,
62044431,2026-03-15T21:33:05.000Z,6500000,6842,₹,,,1,2,East,5,Kanpur,2,"Kanpur, Uttar Pradesh",950,,12800,
83158993,2026-01-28T17:12:16.000Z,3000000,8333,₹,,12850,2,2,,,Kanpur,2,"Kanpur, Uttar Pradesh",360,,12800,
63533989,2026-02-11T13:53:33.000Z,7500000,4854,₹,,,,3,East,4,Kanpur,3,"Kanpur, Uttar Pradesh",1545,,12800,
75880711,2026-03-15T09:57:21.000Z,5200000,,₹,880,,3,2,,2,Kanpur,2,"Kanpur, Uttar Pradesh",,,,
69290977,2026-02-12T21:30:41.000Z,5500000,3929,₹,,,,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",1400,,12800,
71040329,2026-03-07T21:33:42.000Z,5000000,2778,₹,,,3,2,East,3,Kanpur,3,"Kanpur, Uttar Pradesh",1800,,12800,
83697467,2026-03-08T17:08:38.000Z,3400000,3400,₹,990,,1,2,,3,Kanpur,2,"Kanpur, Uttar Pradesh",1000,,12800,
82734881,2026-03-13T15:29:37.000Z,7500000,7143,₹,825,12850,2,2,East,4,Kanpur,2,"Kanpur, Uttar Pradesh",1050,,12800,2000
82734097,2026-02-27T11:58:36.000Z,12900000,8139,₹,1190,,2,2,North - East,6,Kanpur,3,"Kanpur, Uttar Pradesh",1585,,12800,
83432467,2026-02-16T11:32:05.000Z,8700000,5649,₹,,,4,2,East,11,Kanpur,3,"Kanpur, Uttar Pradesh",1540,,12800,
83200767,2026-01-31T14:15:30.000Z,4200000,4200,₹,,,1,2,West,4,Kanpur,2,"Kanpur, Uttar Pradesh",1000,,12800,
83179263,2026-01-30T07:42:57.000Z,4000000,3478,₹,1050,,2,2,East,4,Kanpur,2,"Kanpur, Uttar Pradesh",1150,,12800,
83544937,2026-02-25T06:13:46.000Z,6800000,4533,₹,1500,,2,2,East,4,Kanpur,3,"Kanpur, Uttar Pradesh",1500,,12800,
82169217,2026-03-13T19:05:52.000Z,11500000,,₹,1500,,2,3,North,4,Kanpur,3,"Kanpur, Uttar Pradesh",,,,
83327929,2026-02-09T09:12:15.000Z,5500000,4400,₹,1000,,2,2,East,8,Kanpur,2,"Kanpur, Uttar Pradesh",1250,,12800,
79134521,2026-02-20T13:55:46.000Z,51500000,22637,₹,2100,,4,3,North - East,18,Kanpur,3,"Kanpur, Uttar Pradesh",2275,,12800,
83542383,2026-02-25T02:23:40.000Z,7540000,5200,₹,1300,,2,2,East,5,Kanpur,3,"Kanpur, Uttar Pradesh",1450,,12800,
83840337,2026-03-23T23:45:23.000Z,13000000,7995,₹,,,3,3,North - West,12,Kanpur,3,"Kanpur, Uttar Pradesh",1626,,12800,
82216743,2026-01-27T09:21:01.000Z,4500000,4198,₹,1000,,3,2,North - East,9,Kanpur,2,"Kanpur, Uttar Pradesh",1072,,12800,
69886239,2026-03-24T23:44:49.000Z,8100000,4912,₹,,,2,3,East,4,Kanpur,3,"Kanpur, Uttar Pradesh",1649,,12800,2011
83465159,2026-02-18T19:35:48.000Z,3900000,4588,₹,750,,1,2,East,3,Kanpur,2,"Kanpur, Uttar Pradesh",850,,12800,
81218709,2026-03-06T10:57:39.000Z,4050000,4500,₹,720,,,2,West,3,Kanpur,2,"Kanpur, Uttar Pradesh",900,,12800,
83211199,2026-02-01T18:40:38.000Z,8500000,7391,₹,,,3,2,,11,Kanpur,2,"Kanpur, Uttar Pradesh",1150,,12800,
77217777,2026-03-09T04:40:27.000Z,14100000,6549,₹,,12850,1,2,West,,Kanpur,3,"Kanpur, Uttar Pradesh",200,,12801,
83124957,2026-02-12T11:37:20.000Z,7000000,5185,₹,1300,,1,2,East,4,Kanpur,3,"Kanpur, Uttar Pradesh",1350,,12800,
83257121,2026-02-04T12:15:19.000Z,6500000,3824,₹,1250,,2,2,East,7,Kanpur,2,"Kanpur, Uttar Pradesh",1700,,12800,
71749055,2026-03-25T23:45:21.000Z,8100000,4969,₹,,,2,3,East,4,Kanpur,3,"Kanpur, Uttar Pradesh",1630,,12800,2011
83949531,2026-03-26T09:10:07.000Z,18000000,13333,₹,1050,,3,2,,5,Kanpur,3,"Kanpur, Uttar Pradesh",1350,,12800,
78411843,2026-01-15T14:09:32.000Z,6400000,5356,₹,1100,,3,2,East,11,Kanpur,2,"Kanpur, Uttar Pradesh",1195,,12800,
81583287,2026-03-08T23:46:28.000Z,7500000,6454,₹,985,,1,2,East,4,Kanpur,2,"Kanpur, Uttar Pradesh",1162,,12800,
74809393,2026-02-10T21:30:42.000Z,6500000,5909,₹,770,,1,2,East,2,Kanpur,2,"Kanpur, Uttar Pradesh",1100,,12800,
83640169,2026-03-04T20:48:31.000Z,6500000,,₹,1362,,2,3,,3,Kanpur,3,"Kanpur, Uttar Pradesh",,,,
80994521,2026-02-14T23:31:57.000Z,4000000,4119,₹,,,1,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",971,,12800,
54820149,2026-03-09T04:35:26.000Z,8200000,4852,₹,1510,,,3,East,4,Kanpur,3,"Kanpur, Uttar Pradesh",1690,,12800,
83655113,2026-03-06T01:35:15.000Z,25000000,,₹,116,,4,3,,,Kanpur,3,"Kanpur, Uttar Pradesh",,,,
76032027,2025-11-30T16:46:09.000Z,9500000,2262,₹,,,,2,,5,Kanpur,3,"Kanpur, Uttar Pradesh",4200,,12800,
69507129,2026-03-09T08:49:49.000Z,20000000,10000,₹,1800,,2,2,,2,Kanpur,3,"Kanpur, Uttar Pradesh",2000,,12800,
41491171,2026-03-07T05:49:35.000Z,6000000,4959,₹,,,,2,,10,Kanpur,3,"Kanpur, Uttar Pradesh",1210,,12800,
81139065,2026-01-10T21:30:42.000Z,12100000,20167,₹,,12850,,1,,,Kanpur,2,"Kanpur, Uttar Pradesh",600,,12800,
45089649,2026-02-09T05:06:56.000Z,5000000,4325,₹,1156,,2,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",1156,,12800,
69916147,2026-03-09T22:30:35.000Z,4000000,46512,₹,86,,1,2,,11,Kanpur,2,"Kanpur, Uttar Pradesh",86,,12800,
67860283,2026-02-04T22:30:32.000Z,3800000,,₹,84,,,2,South,4,Kanpur,3,"Kanpur, Uttar Pradesh",,,,
57572347,2026-01-21T22:30:28.000Z,5000000,4125,₹,,,1,2,North - East,1,Kanpur,2,"Kanpur, Uttar Pradesh",1212,,12800,
56881707,2026-01-02T21:33:40.000Z,4100000,4100,₹,900,,1,2,,4,Kanpur,2,"Kanpur, Uttar Pradesh",1000,,12800,
40155737,2025-12-09T14:37:29.000Z,3500000,6375,₹,,,1,2,,5,Kanpur,2,"Kanpur, Uttar Pradesh",51,,12801,
83165121,2026-01-29T08:26:18.000Z,4800000,5053,₹,900,,1,2,South -West,10,Kanpur,2,"Kanpur, Uttar Pradesh",950,,12800,
83697537,2026-03-08T17:44:49.000Z,35000000,10958,₹,,,,3,,,Kanpur,3,"Kanpur, Uttar Pradesh",3194,,12800,
60081195,2026-03-09T09:44:05.000Z,4100000,3417,₹,1200,,3,2,,9,Kanpur,2,"Kanpur, Uttar Pradesh",1200,,12800,
65822875,2026-03-07T21:32:56.000Z,12500000,,₹,155,,1,2,,2,Kanpur,2,"Kanpur, Uttar Pradesh",,,,
81354687,2026-03-06T23:32:00.000Z,3900000,4333,₹,900,,1,2,East,3,Kanpur,2,"Kanpur, Uttar Pradesh",900,,12800,
49037881,2026-01-22T21:33:18.000Z,4700000,3760,₹,,,,,,,Kanpur,3,"Kanpur, Uttar Pradesh",1250,,12800,
76883305,2026-03-08T22:30:30.000Z,15000000,6944,₹,,,,4,East,,Kanpur,3,"Kanpur, Uttar Pradesh",2160,,12800,
76810385,2026-03-04T16:37:28.000Z,5500000,5500,₹,,,1,2,East,4,Kanpur,2,"Kanpur, Uttar Pradesh",1000,,12800,
83672965,2026-03-06T16:40:14.000Z,6500000,5000,₹,,,,2,,5,Kanpur,3,"Kanpur, Uttar Pradesh",1300,,12800,
75405743,2026-03-09T22:30:36.000Z,6100000,4519,₹,,,,2,,2,Kanpur,2,"Kanpur, Uttar Pradesh",1350,,12800,
76749679,2026-03-07T21:33:33.000Z,7500000,,₹,1315,,4,2,,3,Kanpur,3,"Kanpur, Uttar Pradesh",,,,
81283723,2026-03-06T23:32:12.000Z,7500000,,₹,1350,,2,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",,,,
70427951,2026-02-09T10:08:16.000Z,4500000,,₹,1350,,1,3,East,3,Kanpur,3,"Kanpur, Uttar Pradesh",,,,
75427651,2026-03-04T22:30:35.000Z,6500000,5233,₹,,,1,3,,3,Kanpur,3,"Kanpur, Uttar Pradesh",138,,12803,
81815759,2026-01-04T22:30:41.000Z,3500000,,₹,600,,2,2,,3,Kanpur,2,"Kanpur, Uttar Pradesh",,,,
81850361,2026-03-10T21:33:45.000Z,2000000,,₹,900,,1,1,,,Kanpur,2,"Kanpur, Uttar Pradesh",,,,
68305957,2026-03-07T21:33:20.000Z,11000000,7333,₹,1250,,2,2,,5,Kanpur,3,"Kanpur, Uttar Pradesh",1500,,12800,
82356657,2025-11-29T06:34:11.000Z,5700000,6000,₹,900,,1,2,,4,Kanpur,2,"Kanpur, Uttar Pradesh",950,,12800,
50467596,2026-03-10T16:35:30.000Z,4450000,3296,₹,1150,,2,2,,3,Kanpur,3,"Kanpur, Uttar Pradesh",1350,,12800,
82141021,2026-01-31T22:30:34.000Z,5500000,6279,₹,876,,1,2,East,4,Kanpur,2,"Kanpur, Uttar Pradesh",876,,12800,
72074421,2026-03-11T05:32:22.000Z,6000000,6000,₹,,,,2,,4,Kanpur,3,"Kanpur, Uttar Pradesh",1000,,12800,
